id,dataSetName,displayName,constellationName,mass,actualMass,source,catalogIdList,X,Y,Z,radius,ra,pmra,declination,pmdec,dec_deg,rs_cdeg,parallax,distance,radialVelocity,spectralClass,orthoSpectralClass,temperature,realStar,bprp,bpg,grp,luminosity,magu,magb,magv,magr,magi,other,anomaly,polity,worldType,fuelType,portType,populationType,techType,productType,milSpaceType,milPlanType,miscText1,miscText2,miscText3,miscText4,miscText5,miscNum1,miscNum2,miscNum3,miscNum4,miscNum5,notes
48a018cb-c205-47a2-82a5-65c7e898d488,25 ly Curated,HD 199305                          ,Cepheus,,,Simbad|GaiaDr2,8pc 141.95|PLX 5012|LSPM J2053+6209|TYC 4251-655-1|ASCC  143946|AG+61 1227|BD+61  2068|CCDM J20532+6210A|CSI+61  2068  1|Ci 18 2707|Ci 20 1238|DO 38993|G 231-19|G 262-30|GCRV 13127|GEN# +1.00199305|HD 199305|HIC 103096|HIP 103096|IDS 20513+6148 A|IRAS 20522+6158A|JP11  3294|LFT 1580|LHS  3595|LTT 16113|MCC 199|NLTT 50124|PPM  22451|UBV   18110|UBV M  25276|VVO 109|Zkh 314|[HFE83] 1402|[RHG95]  3263|2MASS J20531977+6209156|USNO-B1.0 1521-00338444|PLX 5012.00|1RXS J205319.0+620928|WDS J20533+6209A|GJ   809|** BUP  219A|WISEA J205319.80+620907.8|UCAC4 761-057971|PM J20533+6209|Gaia DR1 2195886967353517312|WEB 18720|Gaia DR2 2195886971653527168                                                                                                                                                                                                                                                                                                                                                                                                       ,12.1113147485,-13.1584014085,-14.3869097928,,313.3324544628,0.191 ,62.1543926993, -772.885,,,142.0341,22.952356,-17.17,M1.0Ve         ,M,3470, true,,,,,     ~,10.459,     ~,7.7,     ~,,,,,,,,,,,,,@219026  ,Metallicity FeH min/maax -0.19|-0.19,,,,,,,,
91ac0a54-d718-4881-bac7-c55217f14c16,25 ly Curated,HD 204961                          ,Grus,,,Simbad|GaiaDr2,PLX 5190|CD-49 13515|CF 19546|CPD-49 11439|Ci 20 1290|GCRV 72248|GEN# +1.00204961|GJ   832|HD 204961|HIC 106440|HIP 106440|JP11  3360|L  354-89|LFT 1640|LHS  3685|LPM 787|LTT  8573|NLTT 51502|PM 21303-4913|PPM 327332|SRS   2566|UBV   18539|UGP 529|Zkh 321|[RHG95]  3368|2MASS J21333397-4900323|PLX 5190.00|Smethells 83|DENIS J213333.9-490029|UCAC3 82-407809|USNO-B1.0 0409-00764121|DENIS J213333.9-490031|DENIS J213334.0-490030|AKARI-IRC-V1 J2133339-490034|TYC 8431-60-1|IRAS 21302-4913|WISEA J213333.91-490041.1|Gaia DR2 6562924609150908416|UCAC4 205-185051|PM J21335-4900                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,-4.8968613731,0.9543673216,15.3464230591,,323.3915624719,-45.834 ,-49.0090009644, -816.604,,,201.4073,16.137,13.16,M2/3V          ,M,3765, true,,,,,11.359,10.176,8.672,7.665,6.479,,,,,,,,,,,,,@3436260 ,Metallicity FeH min/maax 0.53 |-0.73,,,,,,,,
6494975e-8f9d-4289-90a3-6642b7775195,25 ly Curated,HD 216899                          ,Pegasus,,,Simbad|GaiaDr2,PLX 5563|LSPM J2256+1633|ASCC  910195|UCAC2  37821006|2MASS J22563497+1633130|USNO-B1.0 1065-00603032|2E  4655|8pc 145.27|AG+16 2553|AGKR 20537|BD+15  4733|Ci 20 1392|DO 21896|G  67-37|GCRV 14402|GEN# +1.00216899|GJ   880|HD 216899|HIC 113296|HIP 113296|IRAS 22541+1617|JP11  3553|LFT 1751|LHS   533|LTT 16744|MCC 854|NLTT 55339|PPM 142008|Ross  671|SAO 108272|TYC 1711-2453-1|UBV   19664|UBV M  26724|VVO 147|YZ  16  9376|YZC 18  9376|Zkh 343|[HFE83] 1535|[RHG95]  3616|PLX 5563.00|1RXS J225635.3+163332|2E 2254.1+1617|Zkh 344|WISEA J225634.03+163309.3|PM J22565+1633|UCAC4 533-147271|Gaia DR1 2828928003907155072|WEB 20157|Gaia DR2 2828928008202069376|Karmn J22565+165|GES J22563384+1633085                                                                                                                                                                                                                                                                                                                                                           ,-2.076341089,14.6677263754,-16.7098824549,,344.1450197049,-1034.803 ,16.5534315909, -283.998,,,145.6107,22.331,-27.33,M1.5Ve         ,M,3688, true,,,,,11.323,10.143,8.638,7.657,6.542,,,,,,,,,,,,,@1459807 ,Metallicity FeH min/maax -0.06|-0.22,,,,,,,,
563d2157-ff33-4eec-aa37-f045484ab5a5,25 ly Curated,HD 217987                          ,Pisces Austrinus,,,Simbad|GaiaDr2,GC 32159|UGP 591|2MASS J23055131-3551130|PLX 5584|AC2000 3355101|CD-36 15693|CPC 18 11792|CPD-36  9694|CSV   8819|Ci 20 1400|GCRV 14482|GEN# +1.00217987|GJ   887|HD 217987|HIC 114046|HIP 114046|IRAS 23029-3607|JP11  3579|LFT 1758|LHS    70|LPM 849|LTT  9348|NAME Lacaille 9352|NLTT 55782|NSV 14420|SAO 214301|SKY# 43837|UBV   19770|UBV M  26806|Zkh 347|[RHG95]  3630|PLX 5584.00|ASAS J230552-3551.2|WISEA J230557.86-355057.2|uvby98 100217987|WEB 20248|Gaia DR2 6553614253923452800                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ,-1.829422054,-2.2661110502,10.3125871794,,346.466814394,6765.995 ,-35.8530718771, 1330.388,,,304.219,10.715946,8.82,M2V            ,M,4797, true,,,,,     ~,8.82,7.34,     ~,     ~,,,,,,,,,,,,,@1191721 ,Metallicity FeH min/maax 7.64 |-0.21,,,,,,,,
7aabbfff-dcef-4f6a-be72-26e31d38635b,25 ly Curated,HD 219134                          ,Carina,,,Simbad|GaiaDr2,PLX 5616|LSPM J2313+5710|ASCC  221238|USNO-B1.0 1471-00512240|8pc 153.24|AG+56 1701|BD+56  2966|CCDM J23132+5709A|CSI+56  2966  1|CSV   8833|Ci 20 1406|FK5  875|GAT  811|GC 32329|GCRV 14566|GEN# +1.00219134|GJ   892|HD 219134|HIC 114622|HIP 114622|HR  8832|IDS 23084+5637 A|IRAS 23110+5653|JP11  3600|LFT 1767|LHS    71|LTT 16826|N30 5103|NLTT 56173|NSV 14458|PMC 90-93   616|PPM  41599|SAO  35236|SKY# 44030|SPOCS 1008|TYC 4006-1866-1|UBV   19861|UBV M  26893|USNO 907|YZ  56 13841|Zkh 348|[B10]  5976|[GKL99] 441|uvby98 100219134|Gaia DR2 2009481748875806976|2MASS J23131692+5710059|PLX 5616.00|WDS J23133+5710A|** STT  599A|WISEA J231319.69+571009.3|1RXS J231317.3+570938|WEB 20333                                                                                                                                                                                                                                                                                                                                                                   ,-15.9941875294,6.6880057932,12.3682670648,,348.3207282588,2074.517 ,57.1683545892, 294.936,,,153.0808,21.29595,-18.48,K3V            ,K,3384, true,,,,,7.46,6.56,5.57,4.76,4.23,,,,,,,,,,,,,@103260  ,Metallicity FeH min/maax -0.08|-0.11,,,,,,,,
f2895432-d8d9-4365-83ae-da54f813703a,25 ly Curated,HD 239960                          ,Cepheus,,,Simbad|GaiaDr2,PLX 5438|ASCC  216265|AG+57 1569|BD+56  2783|CSI+56  2783  8|Ci 20 1366|Ci 18 2922|G 233-14|G 232-75|GEN# +0.05602783|HD 239960|HIC 110893|HIP 110893|JP11  3691|JP11   205|MCC 207|NSV 14168|PPM  40695|UBV   19218|UBV M  28059|VVO  84|YZ  57 13170|2MASS J22275958+5741453|WDS J22280+5742AB|** KR   60AB|WEB 19855|PM J22279+5741|Karmn J22279+576|IDS 22244+5712 AB                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,-3.548609494,-4.0182992883,11.8904958202,,336.9978041182,-865.47 ,57.6958979246, -461.53,,,249.94,13.0431303513,-33.94,M3             ,M,3424, true,,,,,     ~,     ~,     ~,     ~,     ~,,,,,,,,,,,,,@122759  ,Metallicity FeH min/maax 0.2  |-0.07,,,,,,,,
2394b7c4-4757-4243-943f-287e7b5b284a,25 ly Curated,HD 265866                          ,Gemini,,,Simbad|GaiaDr2,2MASS J06544902+3316058|IRAS 06515+3320|PLX 1609|LSPM J0654+3316|TYC 2441-572-1|ASCC  574333|UCAC2  43431171|USNO-B1.0 1232-00178536|8pc 181.32|AC +33 25644|CSI+33-06516|Ci 20  400|G  87-12|G 103-68|GCRV  4506|GEN# +9.80087012|GEN# +6.10010251|GJ   251|HD 265866|HIC  33226|HIP  33226|JP11  5122|JP11  5121|JP11  5123|JP11  5120|LFT  497|LHS  1879|LTT 11941|MCC 482|NLTT 17147|UBV M  42939|Wolf  294|Zkh  95|[RHG95]  1094|PLX 1609.00|WISEA J065448.38+331601.2|UCAC4 617-038292|StKM 2-440|PM J06548+3316|Gaia DR1 939072609037892224|WEB  6685|Gaia DR2 939072613334579328|Karmn J06548+332                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,5.0514151382,0.1588329963,17.479734316,,103.7039904794,-726.394 ,33.2681773806, -398.134,,,179.1642,18.19569,22.93,M3V            ,M,3622, true,,,,,     ~,11.47,     ~,9.65,     ~,,,,,,,,,,,,,@918890  ,Metallicity FeH min/maax -0.5 |-0.99,,,,,,,,
22490ed9-e141-4d82-9036-8cbe89161300,25 ly Curated,HD 33793                           ,Phoenix,,,Simbad|GaiaDr2,PLX 1181|2MASS J05114046-4501051|AC2000 3505363|CD-45  1841|CPC  0  2725|CPD-44   612|Ci 20  319|GC  6369|GCRV  3085|GEN# +1.00033793|GJ   191|GSC 07594-01580|GSC 08078-01749|HD  33793|HIC  24186|HIP  24186|IRAS 05100-4502|JP11  1005|LFT  395|LHS    29|LTT  2200|NLTT 14668|PM 05097-4500|SAO 217223|TYC 8078-1749-1|UBV    4985|UBV M  10717|V* VZ Pic|Zkh  69|[RHG95]   887|PLX 1181.00|NAME Kapteyn's star|Gaia DR2 4810594479417465600|NAME Kapteyn Star|PM J05116-4501|NAME Kapteyn's|uvby98 100033793|WEB  4691                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,-5.2835449072,3.7775101184,-10.9676972095,,77.9191221564,6491.474 ,-45.0184316544, -5709.218,,,254.2263,12.7466,245.23,M1VIp          ,M,3767, true,,,,,11.624,10.433,8.853,7.9,6.899,,,,,,,,,,,,,@2966222 ,Metallicity FeH min/maax 0.65 |-1.5 ,,,,,,,,
a2c3450f-f8bc-4339-a29c-eada981ebd04,25 ly Curated,HD 36395                           ,Orion,,,Simbad|GaiaDr2,8pc 175.72|PLX 1255|1RXS J053127.0-034013|BD-03  1123|CCDM J05314-0341A|CSI-03  1123  1|CSV   6182|Ci 20  334|DO  1150|G  99-15|GC  6836|GCRV  3349|GEN# +1.00036395|GJ   205|GSC 04770-00574|HD  36395|HIC  25878|HIP  25878|IDS 05264-0341 A|IRAS 05289-0342|JP11  1127|LFT  416|LHS    30|LPM 216|LTT  2293|MCC   9|NLTT 15215|NSV  2075|PM 05289-0341|PPM 188143|SAO 132211|SKY#  8855|SV* WR    69|UBV    5309|UGP 117|USNO 812|VVO 242|Wolf 1453|YZ  93  1611|YZC 17  1611|Zkh  71|[RHG95]   930|[SLO58] 19|uvby98 100036395|PLX 1255.00|2EUVE J0531-03.6|EUVE J0531-03.6|[KSP2003] J053127.17-034032.6|WDS J05314-0336A|TYC 4770-574-1|2MASS J05312734-0340356|WISEA J053127.91-034059.8|UCAC4 432-009930|StKM 2-412|Gaia DR1 3209938366665770752|WEB  5024|Gaia DR2 3209938366665770752|PM J05314-0340|Karmn J05314-036                                                                                                                                                                                                                                                ,-6.0040409472,-14.6875561248,9.4174694023,,82.8641493647,761.561 ,-3.6772282088, -2092.422,,,175.4287,18.4516,8.63,M1.5Ve         ,M,3774, true,,,,,10.626,9.443,7.968,6.996,5.913,,,,,,,,,,,,,@800490  ,Metallicity FeH min/maax 0.47 |0.02 ,,,,,,,,
c223efc9-6c88-4070-88ba-40673e66179d,25 ly Curated,HD 42581                           ,Lepus,,,Simbad|GaiaDr2,2MASS J06103462-2151521|PLX 1430|2E  1615|8pc 173.19A|BD-21  1377|CPD-21  1138|Ci 20  377|Ci 18  771|GCRV  3900|GEN# +1.00042581|GSC 05945-00765|HD  42581|HIC  29295|HIP  29295|IRAS 06084-2150|JP11  1338|L  668-21|LFT  459|LHS  1827|LPM 230|LTT  2475|MCC 471|NLTT 16172|NSV  2863|PPM 249953|SAO 171334|TYC 5945-765-1|UBV M  11850|UBV    6238|VVO 206|YZ 111  2116|Zkh  85|[GKL99] 155|[RHG95]  1021|uvby98 100042581|PLX 1430.00|1RXS J061034.3-215154|2E 0608.4-2150|WDS J06106-2152A|** NAJ    1A|GJ   229|WISEA J061034.53-215200.3|StKM 2-430|Gaia DR2 2940856402123426176|UCAC4 341-011114|PM J06105-2151|Gaia DR1 2940856397828565760|WEB  5749|Karmn J06105-218                                                                                                                                                                                                                                                                                                                                                                                                ,0.6089399302,18.5851951027,-2.3653203076,,92.6442302126,-135.985 ,-21.8646272281, -719.088,,,173.6955,18.745,4.73,M1V            ,M,4985, true,,,,,10.801,9.607,8.125,7.164,6.121,,,,,,,,,,,,,@864875  ,Metallicity FeH min/maax 7.24 |-0.36,,,,,,,,
806ab57f-94e8-4605-bc55-82cba06b1b3a,25 ly Curated,HD 4628                            ,Pisces,,,Simbad|GaiaDr2,PLX 2198|ASCC  253740|2MASS J09142298+5241125|USNO-B1.0 1426-00239069|8pc 161.59A|ADS  7251 A|AG+52  752|BD+53  1320|CCDM J09144+5241A|CSI+53  1320  1|Ci 20  516|G 195-17|GC 12727|GCRV  6031|GEN# +1.00079210A|GJ   338 A|HD  79210|HIC  45343|HIP  45343|IDS 09078+5307 A|JP11  1780|LFT  634|LHS   260|LTT 12425|NLTT 21249|PM 09110+5254|PPM  32059|SAO  27178|SKY# 17822|TYC 3806-1814-1|UBV    8824|YZ  52  3333|YZC 26  3333|Zkh 125|[GKL99] 197|[RHG95]  1451|uvby98 100079210 A|LSPM J0914+5241W|[ZEH2003] RX J0914.4+5241  1|WDS J09144+5241A|** STF 1321A|StKM 2-551|UCAC4 714-048098|WEB  8637|Gaia DR2 1022456139210632064|PM J09143+5241|Karmn J09143+526                                                                                                                                                                                                                                                                                                                                                                                                       ,9.9036572042,-5.0386447685,-17.4037571601,,12.0957347661,755.561 ,5.2806137672, -1141.745,,,157.8796,20.648514,-10.17,K2.5V          ,K,3960, true,,,,,7.22,6.64,5.74,4.99,4.52,,,,,,,,,,,,,@1405432 ,Metallicity FeH min/maax 0.29 |-0.65,,,,,,,,
74dccd0f-6dac-4910-8e81-b8cf12af8ebf,25 ly Curated,HD 79210                           ,Ursa major,,,Simbad|GaiaDr2,PLX 2198|ASCC  253740|2MASS J09142298+5241125|USNO-B1.0 1426-00239069|8pc 161.59A|ADS  7251 A|AG+52  752|BD+53  1320|CCDM J09144+5241A|CSI+53  1320  1|Ci 20  516|G 195-17|GC 12727|GCRV  6031|GEN# +1.00079210A|GJ   338 A|HD  79210|HIC  45343|HIP  45343|IDS 09078+5307 A|JP11  1780|LFT  634|LHS   260|LTT 12425|NLTT 21249|PM 09110+5254|PPM  32059|SAO  27178|SKY# 17822|TYC 3806-1814-1|UBV    8824|YZ  52  3333|YZC 26  3333|Zkh 125|[GKL99] 197|[RHG95]  1451|uvby98 100079210 A|LSPM J0914+5241W|[ZEH2003] RX J0914.4+5241  1|WDS J09144+5241A|** STF 1321A|StKM 2-551|UCAC4 714-048098|WEB  8637|Gaia DR2 1022456139210632064|PM J09143+5241|Karmn J09143+526                                                                                                                                                                                                                                                                                                                                                                      ,-14.496186117,-5.5363382891,13.6226332119,,138.5948977165,-1546.096 ,52.6866091224, -569.127,,,157.8796,20.6486461835,11.25,K7V            ,K,3883, true,,,,,     ~,9.388,     ~,6.8,     ~,,,,,,,,,,,,,@508937  ,Metallicity FeH min/maax 0.34 |-0.64,,,,,,,,
0183b1e7-9ab1-43d9-b3a3-de2a2759741c,25 ly Curated,HD 79211                           ,Ursa major,,,Simbad|GaiaDr2,ASCC  253742|2MASS J09142485+5241118|LSPM J0914+5241E|USNO-B1.0 1426-00239093|8pc 159.48B|ADS  7251 B|AG+52  753|AGKR  8302|BD+53  1321|CCDM J09144+5241B|G 195-18|GC 12728|GCRV  6030|GEN# +1.00079211|GJ   338 B|HD  79211|HIC 120005|HIP 120005|IDS 09078+5307 B|JP11  1781|LAL 18115|LFT  635|LHS   261|LTT 12426|NLTT 21251|PPM  32060|RBS   755|SAO  27179|SKY# 17825|TYC 3806-1819-1|UBV    8825|YZ  52  3335|YZC 26  3335|Zkh 126|[GKL99] 198|[RHG95]  1452|uvby98 100079211|1RXS J091424.4+524118|RX J0914.4+5241|[ZEH2003] RX J0914.4+5241  2|WDS J09144+5241B|** STF 1321B|UCAC4 714-048102|StKM 2-552|Gaia DR1 1022456100555749632|WEB  8638|Gaia DR2 1022456104850892928|PM J09144+5241|Karmn J09144+526                                                                                                                                                                                                                                                                                                                                                          ,-14.4480496783,-5.649946478,13.6259374159,,138.6028460872,-1573.121 ,52.6863628112, -660.121,,,157.8851,20.647862,12.1,M0V            ,M,3997, true,,,,,     ~,7.966,     ~,6.8,     ~,,,,,,,,,,,,,@508941  ,Metallicity FeH min/maax 0.31 |-0.93,,,,,,,,
6d529aad-7a46-4000-9502-789918af27e7,25 ly Curated,HD 88230                           ,Ursa major,,,Simbad|GaiaDr2,PLX 2390|LSPM J1011+4927|ASCC  327385|USNO-B1.0 1394-00210100|2E  2238|8pc 205.22|AG+49  914|BD+50  1725|CCDM J10114+4927A|Ci 20  564|Ci 18 1218|DO 33188|G 196-9|GAT  950|GC 13987|GCRV  6436|GEN# +1.00088230|GJ   380|Gmb 1618|HD  88230|HIC  49908|HIP  49908|IDS 10053+4958 A|IRAS 10082+4942|JP11  1905|LFT  696|LHS   280|LTT 12732|NLTT 23613|NSV  4765|PM 10083+4942|PPM  51736|SAO  43223|SKY# 19607|TYC 3437-811-1|UBV    9470|UBV M  15985|USNO 833|YZ  49  3582|YZC 26  3582|Zkh 137|[GKL99] 214|[HFE83]  712|[RHG95]  1592|uvby98 100088230|2MASS J10112218+4927153|2E 1008.2+4942|[ZEH2003] RX J1011.4+4927  1|RX J1011.4+4927|1RXS J101124.1+492718|WDS J10114+4927A|WISEA J101120.70+492709.9|UCAC4 698-052810|StKM 2-612|PM J10113+4927|2RXP J101122.8+492714|WEB  9187|Gaia DR2 823773494718931968                                                                                                                                                                                                                                                          ,-4.9984758385,9.7193629629,-11.5094917619,,152.8422500872,-1363.335 ,49.4542358774, -505.666,,,205.3917,15.871962,-25.92,K6VeFe-1       ,K,3582, true,,,,,9.23,7.94,6.61,5.36,4.56,,,,,,,,,,,,,@572410  ,Metallicity FeH min/maax 0.0  |-0.93,,,,,,,,
8e304c47-c796-48f2-b1df-9c1788d7ed2a,25 ly Curated,HD 95735                           ,Ursa major,,,Simbad|GaiaDr2,PLX 2576|LSPM J1103+3558|ASCC  492123|2MASS J11032027+3558203|USNO-B1.0 1259-00190202|8pc 392.40|AC2000 1340883|AG+36 1043|AGKR  9911|BD+36  2147|CCDM J11033+3558A|Ci 20  604|DO 14335|G 147-17|G 119-52|GAT   62|GAT  962|GC 15183|GCRV  6818|GEN# +1.00095735|GJ   411|GSC 02521-02279|HD  95735|HIC  54035|HIP  54035|IRAS 11005+3615|JP11  2024|LAL 21185|LFT  756|LHS    37|LTT 12960|MCC 594|NLTT 26105|PM 11006+3617|PPM  75640|RAFGL  411|ROT  1651|SAO  62377|SKY# 21113|TYC 2521-2279-1|UBV   10094|UBV M  16736|USNO 837|Zkh 149|[GKL99] 233|[RHG95]  1719|uvby98 100095735|2MASS J11032023+3558117|PLX 2576.00|XBS J110320.1+355803|WISEA J110319.67+355722.4|UCAC4 630-046224|StKM 2-691|PM J11033+3558|WEB  9772|Karmn J11033+359                                                                                                                                                                                                                                                                                                                               ,1.0270123932,-0.8141045855,-8.2024441027,,165.8341416617,-580.27 ,35.9698800444, -4765.85,,,392.64,8.30648,-84.69,M2+V           ,M,3363, true,,,,,10.03,8.96,7.52,5.99,4.79,,,,,,,,,,,,,@1764001 ,Metallicity FeH min/maax      |     ,,,,,,,,
ae97e32f-31b7-4477-9c1b-07cbfbbf8105,25 ly Curated,IRAS 21500+5903                    ,Cepheus,,,Simbad|GaiaDr2,IRAS 21500+5903|TYC 3980-1081-1|AKARI-IRC-V1 J2151382+591739|2MASS J21513828+5917383|Gaia DR1 2202703046092276096|Gaia DR2 2202703050388170880|PM J21516+5917|1RXS J215138.0+591745|** KPP 4252A|WDS J21516+5918A                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,-9.2198609996,-22.6375443456,10.2150835244,,327.9096642688,-79.190 ,59.2944077395, 10.517,,,123.0568,26.491738,~        ,M?,M,3977, true,,,,,     ~,11.88,10.64,     ~,     ~,,,,,,,,,,,,,@157642  ,Metallicity FeH min/maax      |     ,,,,,,,,
c1da1eac-1cb9-492e-af2c-7f5f329bec22,25 ly Curated,L 100-115                          ,Carina,,,Simbad|GaiaDr2,GEN# +9.86100115|GJ  1128|L  100-115|LFT  680|LHS   271|LTT  3572|Zkh 134|[RHG95]  1538|2MASS J09424635-6853060|GSC 09209-00444|NLTT 22480|USNO-B1.0 0211-00198178|UCAC3 43-54282|DENIS J094246.3-685309|WISEA J094246.19-685254.2|GCRV 26262|Gaia DR2 5243594081269535872|PM J09427-6853|PM 09420-6840                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,7.8656818334,19.0828815825,4.8336203864,,145.6930918454,-75.523 ,-68.8850010734, 1128.513,,,153.7816,21.198802,-21,M4.0V          ,M,3000, true,,,,,     ~,14.51,12.78,11.35,9.61,,,,,,,,,,,,,@3192003 ,Metallicity FeH min/maax      |     ,,,,,,,,
6c0dca99-25e5-48bf-b149-f2e432838204,25 ly Curated,L 143-23                           ,Carina,,,Simbad|GaiaDr2,GJ  3618|L  143-23|LHS   288|LTT  3946|[RHG95]  1673|PLX 2511.01|2MASS J10442131-6112384|Gaia DR2 5254061535097566848|WISEA J104420.75-611218.4|NLTT 25245|LFT  734                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,0.5224913857,0.615874158,15.7417208455,,161.0884725541,-346.435 ,-61.2097953694, 1610.336,,,206.8172,15.762426,~        ,M5.5V          ,M,3386, true,,,,,     ~,15.74,13.92,12.33,10.31,,,,,,,,,,,,,@3205266 ,Metallicity FeH min/maax      |     ,,,,,,,,
ffb41771-58df-423e-93ba-4b59068b0ea4,25 ly Curated,L 205-128                          ,Pavo,,,Simbad|GaiaDr2,PLX 4040|Ci 20 1061|CSI-57-17424|CSV 102836|GEN# +6.10010693|GJ   693|HIC  86990|HIP  86990|L  205-128|LFT 1372|LHS   454|LPM 655|LTT  7067|NLTT 45375|NSV  9629|UBV M  42973|Zkh 262|[RHG95]  2816|2MASS J17463427-5719081|PLX 4040.00|Smethells 3|UCAC3 66-400760|USNO-B1.0 0326-00966267|TYC 8737-2175-1|DENIS J174634.7-571903|WISEA J174632.81-571922.6|GCRV 26168|PM J17465-5719|CSI-57-17438|Gaia DR2 5918660719981686144                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ,-12.6010464933,5.2200659418,-13.2357460113,,266.6426397889,-1117.143 ,-57.3190444618, -1353.816,,,169.8613,19.0058,-42.94,M3.5V          ,M,    , true,,,,,13.613,12.42,10.783,9.648,8.243,,,,,,,,,,,,,@3464606 ,Metallicity FeH min/maax      |     ,,,,,,,,
826cf5f7-288f-465a-b342-123c1d24dd98,25 ly Curated,L 347-14                           ,Telescopium,,,Simbad|GaiaDr2,PLX 4505|CSI-45-19171|GEN# +9.86347014|GJ   754|L  347-14|LFT 1469|LHS    60|LPM 701|LTT  7652|Zkh 290|[RHG95]  3040|PLX 4505.00|2MASS J19204795-4533283|Gaia DR2 6663600360559308672|PM 19171-4537|GCRV 26176|NLTT 47673                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,-0.0383276461,-0.0913173634,-19.2790596358,,290.1999312264,659.330 ,-45.5582303363, -2897.035,,,169.0921,19.279314,16,M4.5           ,M,2999, true,,,,,     ~,13.93,12.23,     ~,     ~,,,,,,,,,,,,,@3528915 ,Metallicity FeH min/maax      |     ,,,,,,,,
20277e6f-735d-463a-bb30-2fbe24b9eec5,25 ly Curated,L 372-58                           ,Horologium,,,Simbad|GaiaDr2,APMPM J0336-4431|GEN# +9.85995046|GJ  1061|L  372-58|LFT  295|LHS  1565|LP  995-46|LTT  1702|Zkh  52|[RHG95]   642|[SII2000] 122|2MASS J03355969-4430453|PM 03342-4440|WISEA J033600.43-443049.7|GCRV 26222|Gaia DR2 4848140361962951552|PM J03359-4430|NLTT 11388|TIC 79611981                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,-8.5734465369,-5.761203057,-6.0577525,,53.9987486438,745.286 ,-44.5127014623, -373.673,,,272.2446,11.974632,-20,M5.5V          ,M,3309, true,,,,,16.22,14.98,13.07,11.45,9.47,,,,,,,,,,,,,@2984511 ,Metallicity FeH min/maax      |     ,,,,,,,,
0d373bdc-32aa-435f-aa12-5a9ee664a720,25 ly Curated,L 399-68                           ,Centaurus,,,Simbad|GaiaDr2,WISEA J124045.53-433351.7|TYC 7783-576-1|PM J12407-4333|GCRV 26292|PLX 2919|CSI-43-12380|Ci 20  729|GJ   480.1|HIC  61874|HIP  61874|LFT  935|LHS   340|LPM 442|LTT  4836|NLTT 31495|[RHG95]  1992|2MASS J12404633-4333595|PLX 2919.00|GJ  9415|PM 12381-4318|Gaia DR2 6133474952391837824|L  399-68                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,-2.9274595521,23.0151705544,10.2471229505,,190.1928731017,-782.177 ,-43.5663879864, 689.869,,,124.2526,25.3628,-35.29,M3V            ,M,3058, true,,,,,15.365,13.969,12.239,11.075,9.619,,,,,,,,,,,,,@11681675,Metallicity FeH min/maax      |     ,,,,,,,,
cd2538ab-dd2c-490b-be74-ea1f72b8e6f6,25 ly Curated,L 471-42                           ,Centaurus,,,Simbad|GaiaDr2,GEN# +9.86471042|GJ  3737|L  471-42|LHS   337|LTT  4818|[RHG95]  1986|PM 12362-3805|2MASS J12384914-3822527|Gaia DR2 6153483658836320384|WISEA J123848.50-382307.4|UCAC4 259-059593|PM J12388-3822|NLTT 31382|LFT  932                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,5.9755730872,15.7902036837,-13.7216159815,,189.7045763637,-665.083 ,-38.3815754707, -1312.565,,,149.8423,21.755936,~        ,M4.0V          ,M,3269, true,,,,,     ~,14.43,12.74,12.473,     ~,,,,,,,,,,,,,@1974087 ,Metallicity FeH min/maax 0.26 |0.04 ,,,,,,,,
